track_id,channel,sequence,timestamp_s,frequency_hz,psd_db
33,2,17,1782148749.795287,6450.5771484375,-90.50213623046875
33,2,18,1782148788.763972,6450.41259765625,-90.48049926757812
33,2,19,1782148827.49019,6450.26025390625,-90.44427490234375
33,2,20,1782148866.351996,6451.70361328125,-91.38878631591797
33,2,22,1782148944.838435,6947.41796875,-93.5025634765625
33,2,23,1782148983.442225,6947.3955078125,-93.46609497070312
33,2,24,1782149022.512289,6746.90869140625,-90.60260009765625
36,2,7,1782148360.082275,25292.91796875,-94.45781707763672
36,2,10,1782148476.886395,25523.59765625,-86.05925750732422
36,2,12,1782148554.831265,25442.6484375,-94.08238220214844
36,2,13,1782148594.1207,25451.451171875,-92.63245391845703
36,2,14,1782148632.975721,25451.451171875,-92.63118743896484
36,2,15,1782148671.784674,25451.8828125,-92.51980590820312
36,2,16,1782148710.832058,25451.8828125,-92.52122497558594
36,2,17,1782148749.795287,25452.556640625,-93.6709213256836
36,2,18,1782148788.763972,25442.580078125,-94.47410583496094
36,2,19,1782148827.49019,25427.6875,-95.50938415527344
36,2,22,1782148944.838435,25725.537109375,-93.40550231933594
