track_id,channel,sequence,timestamp_s,frequency_hz,psd_db
1487,1,280,1782147534.223392,4705.43310546875,-65.95296478271484
1487,1,281,1782147548.32922,4586.6201171875,-65.95262908935547
1487,1,282,1782147562.689763,4544.9912109375,-66.16642761230469
1487,1,283,1782147576.858969,4589.6220703125,-65.50059509277344
1487,1,284,1782147591.063538,4536.701171875,-64.51142883300781
1487,1,285,1782147605.244713,4574.349609375,-64.22918701171875
1487,1,286,1782147619.595836,4639.40869140625,-64.82319641113281
1487,1,287,1782147633.761928,4640.673828125,-64.19514465332031
1487,1,288,1782147647.900718,4651.3662109375,-63.9345703125
1487,1,289,1782147662.117747,4651.19970703125,-64.22119903564453
1487,1,290,1782147676.12706,4637.869140625,-65.10894012451172
1487,1,291,1782147691.683584,4594.8896484375,-64.45378875732422
1487,1,292,1782147705.768097,4580.025390625,-64.36833953857422
1487,1,293,1782147719.948628,4561.599609375,-64.20209503173828
1487,1,294,1782147734.142979,4601.62353515625,-65.08805847167969
1487,1,295,1782147748.267413,4597.91455078125,-64.28072357177734
1487,1,296,1782147762.319064,4614.107421875,-64.92652893066406
1487,1,297,1782147776.519038,4589.0234375,-64.5814437866211
1487,1,298,1782147790.419551,4590.818359375,-64.80397033691406
1487,1,299,1782147804.50368,4593.9296875,-64.3727035522461
1487,1,300,1782147818.832565,4658.740234375,-64.47257232666016
1487,1,301,1782147833.045808,4620.2021484375,-64.84587097167969
1487,1,302,1782147847.15093,4681.31884765625,-64.30819702148438
1487,1,303,1782147861.093961,4678.00537109375,-64.12972259521484
1487,1,304,1782147875.347959,4674.09521484375,-64.1652603149414
1487,1,305,1782147889.712776,4612.34423828125,-64.90713500976562
1487,1,306,1782147903.860368,4605.2001953125,-64.8316650390625
1487,1,307,1782147917.885009,4545.33203125,-63.79596710205078
1487,1,308,1782147931.812888,4552.87890625,-63.772666931152344
1487,1,309,1782147946.030911,4535.41748046875,-63.36582946777344
1598,3,272,1782147420.210929,39522.546875,-139.85643005371094
1598,3,274,1782147448.720166,39957.5234375,-140.0451202392578
1598,3,275,1782147463.023875,39875.90234375,-137.1139373779297
1598,3,276,1782147477.392865,39874.515625,-137.05783081054688
1598,3,277,1782147491.719677,39835.39453125,-137.14697265625
1598,3,278,1782147505.833988,39745.984375,-135.88723754882812
1598,3,279,1782147519.972237,39722.921875,-136.9075164794922
1598,3,280,1782147534.223392,39645.4140625,-139.45314025878906
1598,3,281,1782147548.32922,39795.6484375,-138.32313537597656
1598,3,282,1782147562.689763,39798.859375,-137.8613739013672
1598,3,283,1782147576.858969,39918.6484375,-138.0752410888672
1598,3,284,1782147591.063538,39941.26953125,-137.70901489257812
1598,3,286,1782147619.595836,39043.39453125,-138.12161254882812
1598,3,287,1782147633.761928,37329.546875,-139.3365936279297
1598,3,288,1782147647.900718,37302.96875,-139.04315185546875
1598,3,289,1782147662.117747,38548.57421875,-137.05137634277344
1598,3,290,1782147676.12706,38588.42578125,-136.392333984375
1598,3,291,1782147691.683584,38560.22265625,-136.13040161132812
1598,3,292,1782147705.768097,37528.45703125,-136.12684631347656
1598,3,293,1782147719.948628,37538.90234375,-136.11679077148438
1598,3,294,1782147734.142979,37517.4375,-136.46241760253906
1598,3,295,1782147748.267413,37681.51171875,-134.79598999023438
1598,3,296,1782147762.319064,37784.02734375,-136.43064880371094
1598,3,300,1782147818.832565,37187.9765625,-135.37823486328125
1598,3,304,1782147875.347959,38236.4375,-136.63458251953125
1598,3,305,1782147889.712776,38270.13671875,-136.99269104003906
1598,3,306,1782147903.860368,38268.7734375,-136.82217407226562
1598,3,307,1782147917.885009,38226.046875,-137.57254028320312
1598,3,308,1782147931.812888,38248.3046875,-137.43893432617188
1598,3,309,1782147946.030911,38900.1484375,-141.60162353515625
1825,1,280,1782147534.223392,9509.525390625,-70.98675537109375
1825,1,281,1782147548.32922,9471.78515625,-71.60199737548828
1825,1,282,1782147562.689763,9512.861328125,-72.51189422607422
1825,1,283,1782147576.858969,9503.8671875,-72.18501281738281
1825,1,284,1782147591.063538,9096.6484375,-72.32217407226562
1825,1,285,1782147605.244713,9150.8701171875,-71.77308654785156
1825,1,286,1782147619.595836,9252.3505859375,-71.68009948730469
1825,1,287,1782147633.761928,9280.75,-70.55747985839844
1825,1,288,1782147647.900718,9267.4453125,-70.39414978027344
1825,1,289,1782147662.117747,9318.7646484375,-71.2288589477539
1825,1,290,1782147676.12706,9333.814453125,-72.03892517089844
1825,1,291,1782147691.683584,9264.8798828125,-70.5947036743164
1825,1,292,1782147705.768097,9243.1474609375,-71.11217498779297
1825,1,293,1782147719.948628,9225.294921875,-71.69853973388672
1825,1,294,1782147734.142979,9299.900390625,-71.82506561279297
1825,1,295,1782147748.267413,9190.6396484375,-71.17259216308594
1825,1,296,1782147762.319064,9195.9970703125,-72.35232543945312
1825,1,297,1782147776.519038,9094.611328125,-72.15984344482422
1825,1,298,1782147790.419551,9079.94921875,-72.73596954345703
1825,1,299,1782147804.50368,9156.9541015625,-72.36798095703125
1825,1,300,1782147818.832565,9436.681640625,-71.88395690917969
1825,1,301,1782147833.045808,9407.236328125,-72.36415100097656
1825,1,302,1782147847.15093,9457.611328125,-71.3674545288086
1825,1,303,1782147861.093961,9465.1953125,-71.30606079101562
1825,1,304,1782147875.347959,9435.1689453125,-71.16736602783203
1825,1,305,1782147889.712776,9092.1376953125,-72.45257568359375
1825,1,306,1782147903.860368,9089.2041015625,-72.51762390136719
1825,1,307,1782147917.885009,9084.587890625,-71.70372772216797
1825,1,308,1782147931.812888,9152.091796875,-71.54800415039062
1825,1,309,1782147946.030911,9066.169921875,-70.78070068359375
1826,1,273,1782147434.570191,13903.232421875,-77.36897277832031
1826,1,274,1782147448.720166,13911.353515625,-76.15022277832031
1826,1,275,1782147463.023875,13871.51171875,-76.5291976928711
1826,1,276,1782147477.392865,13880.5048828125,-76.63842010498047
1826,1,277,1782147491.719677,13858.625,-76.7301254272461
1826,1,278,1782147505.833988,13856.216796875,-77.42697143554688
1826,1,279,1782147519.972237,14250.3583984375,-78.10541534423828
1826,1,281,1782147548.32922,14244.20703125,-77.98912811279297
1826,1,282,1782147562.689763,14279.3232421875,-78.75404357910156
